1780374731.1249502,"{0: {'lag_delta': 0.0, 'pps_delta': -15.081699110257546}}"
1780374736.1326692,"{0: {'lag_delta': 0.0, 'pps_delta': -13.710635554779515}}"
1780374741.1498315,"{0: {'lag_delta': 0.0, 'pps_delta': -12.46421414070835}}"
1780374746.1637895,"{0: {'lag_delta': 0.0, 'pps_delta': -11.331103764280556}}"
1780374751.1733713,"{0: {'lag_delta': 0.0, 'pps_delta': -10.301003422072995}}"
1780374756.1856246,"{0: {'lag_delta': 0.0, 'pps_delta': -9.364548565520863}}"
1780374761.1950705,"{0: {'lag_delta': 0.0, 'pps_delta': -8.513225968655547}}"
1780374766.204164,"{0: {'lag_delta': 0.0, 'pps_delta': -7.739296335141603}}"
1780374771.2154503,"{0: {'lag_delta': 0.0, 'pps_delta': -7.0357239410378725}}"
1780374776.2227414,"{0: {'lag_delta': 0.0, 'pps_delta': -6.396112673670359}}"
1780374781.23071,"{0: {'lag_delta': 0.0, 'pps_delta': -5.814647885154841}}"
1780374786.2428298,"{0: {'lag_delta': 0.0, 'pps_delta': -5.286043531959194}}"
1780374791.254192,"{0: {'lag_delta': 0.0, 'pps_delta': -4.8054941199626455}}"
1780374796.2646456,"{0: {'lag_delta': 0.0, 'pps_delta': -4.368631018147994}}"
1780374801.2727027,"{0: {'lag_delta': 0.0, 'pps_delta': -3.9714827437712756}}"
1780374806.281064,"{0: {'lag_delta': 0.0, 'pps_delta': -3.610438857973463}}"
1780374811.289677,"{0: {'lag_delta': 0.0, 'pps_delta': -3.2822171436121153}}"
1780374816.3012867,"{0: {'lag_delta': 0.0, 'pps_delta': -2.983833766920384}}"
1780374821.3100302,"{0: {'lag_delta': 0.0, 'pps_delta': -2.712576151745907}}"
1780374826.3225505,"{0: {'lag_delta': 0.0, 'pps_delta': -2.4659783197690786}}"
1780374831.333687,"{0: {'lag_delta': 0.0, 'pps_delta': -2.241798472517189}}"
1780374836.346495,"{0: {'lag_delta': 0.0, 'pps_delta': -2.037998611379294}}"
1780374841.3592315,"{0: {'lag_delta': 0.0, 'pps_delta': -1.8527260103447816}}"
1780374846.3714437,"{0: {'lag_delta': 0.0, 'pps_delta': -1.6842963730405245}}"
1780374851.3803773,"{0: {'lag_delta': 0.0, 'pps_delta': -1.531178520946014}}"
1780374856.3918018,"{0: {'lag_delta': 0.0, 'pps_delta': -1.3919804735872958}}"
1780374861.4023612,"{0: {'lag_delta': 0.0, 'pps_delta': -1.2654367941703413}}"
1780374866.4148908,"{0: {'lag_delta': 0.0, 'pps_delta': -1.1503970856093702}}"
1780374871.425371,"{0: {'lag_delta': 0.0, 'pps_delta': -1.045815532372103}}"
1780374876.4376202,"{0: {'lag_delta': 0.0, 'pps_delta': -0.9507413930655275}}"
1780374881.446513,"{0: {'lag_delta': 0.0, 'pps_delta': -0.8643103573325561}}"
1780374886.4579241,"{0: {'lag_delta': 0.0, 'pps_delta': -0.7857366884838939}}"
1780374891.4689507,"{0: {'lag_delta': 0.0, 'pps_delta': -0.7143060804396555}}"
1780374896.4814875,"{0: {'lag_delta': 0.0, 'pps_delta': -0.6493691640365569}}"
1780374901.4925356,"{0: {'lag_delta': 0.0, 'pps_delta': -0.5903356036693594}}"
1780374906.5042155,"{0: {'lag_delta': 0.0, 'pps_delta': -0.5366687306083122}}"
1780374911.5134351,"{0: {'lag_delta': 0.0, 'pps_delta': -0.48788066418978815}}"
1780375017.559182,"{0: {'lag_delta': 0.0, 'pps_delta': 0.0}}"
1780375022.5715125,"{0: {'lag_delta': 0.0, 'pps_delta': -30.0}}"
1780375027.5831828,"{0: {'lag_delta': 0.0, 'pps_delta': -57.272727272727366}}"
1780375032.590323,"{0: {'lag_delta': 0.0, 'pps_delta': -52.06611570247935}}"
1780375037.6010096,"{0: {'lag_delta': 0.0, 'pps_delta': -47.332832456799224}}"
